Instituição,Título,Data de Lançamento,Prazo,Link,Documentos,Documentos Relacionados
SETEC,"Edital nº 5/2024 - Seleção de propostas de novos Cursos Abertos, On-line e Massivos (MOOCs), desenvolvidos pela Rede Federa de Educação Profissional, Científica e Tecnológica, a serem disponibilizados na Plataforma APRENDA MAIS.",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-1/edital-2023/SEI_MEC4659481Edital.pdf,1,
SETEC,"Edital nº 52/2016 – que torna público, para conhecimento dos interessados, que será realizado na modalidade concurso, o PROJETO DESAFIO DA EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA, na forma do REGULAMENTO anexo a este edital, com o objetivo de promover uma campanha nacional para aprimorar a Educação Profissional e Tecnológica estimulando a sociedade a enviar propostas de ações inovadoras e compartilhar experiências exitosas de implementação de ações.",,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2016/edital_n_52_2016.pdf,1,
SETEC,"Edital nº 55/2016 , que torna público concurso PROJETO DESAFIO EDUCAÇÃO ZIKAZERO, na forma do REGULAMENTO anexo a este edital, com o objetivo de promover uma campanha nacional de mobilização para o enfrentamento ao Aedes aegyp e à microcefalia estimulando a sociedade a enviar propostas de ações inovadoras e compartilhar experiências exitosas de implementação de ações em prol do combate ao mosquito.",,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2016/Edital_55_2016_SEI_MEC_0227936.pdf,1,
SETEC,Edital nº 6/2021 - Edital de Adesão das instituições ao Sistema Re-Saber,,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/Edital_06_2021.pdf,1,
SETEC,"Edital nº 6/2024 - Edital visa selecionar a proposta de selo/logomarca que será utilizado em confecções comemorativas no contexto dos 115 anos da Rede Federal de Educação Profissional, Científica e Tecnológica, que poderá ser personalizado como selo postal, via Correios. *",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-2024/325.SEI_MEC4985249Edital.pdf,1,
SETEC,Edital nº 61/2019 – Regulamento do Cadastro de Especialistas para compor o Banco de Avaliadores da Secretaria de Educação Profissional e Tecnológica.,,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2019/EDITALN612019.pdf,1,
SETEC,Edital nº 63/2021- Seleção de Projetos de Promoção às Indicações Geográficas,,,https://www.gov.br/mec/pt-br/media/editais/2021/Edital63.pdf,1,
SETEC,Edital nº 67/2021 - Chamada Pública de Projetos para apoio à implementação das Oficinas 4.0,,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/SEI_MEC2898796Edital67.pdf,1,
SETEC,Edital nº 68/2019 – Seleção de servidores para atuação em Projetos Educacionais de Colaboração Técnica junto ao Ministério da Educação.,,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2019/EDITALN682019.pdf,1,
SETEC,Edital nº 83/2022 – Seleção de propostas de instituições da Rede Federal para a implementação de programa de capacitação de estudantes denominado Oficinas 4.0,,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-1/editais-2022/Edital83.2022.pdf,1,
SETEC,Edital nº 88/2022 – Seleção de projetos de iniciação tecnológica de instituições da RFEPCT para o desenvolvimento de ações de formação em programação e/ou robótica e/ou cultura maker para estudantes dos anos finais do ensino fundamental (6º ao 9º ano) das redes públicas de ensino. Retificação ​do,,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-1/editais-2022/Edital88.2022.pdf,1,
SETEC,"Edital nº 94/2022 – Chamada Pública para a capacitação de multiplicadores em bioeconomia para a Amazônia Legal. Chamada Pública para a Adesão de parceiros ofertantes da Rede Federal de Educação Profissional, Científica e Tecnológica – RFEPCT à linha de fomento Qualifica Mais EnergIFE, voltada à promoção da oferta de cursos na área das Energias Renováveis. Retificação do",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-1/editais-2022/Editaln94.2022.pdf,1,
SETEC,Edital nº 99/2022 - Chamamento Público para a seleção de projetos de inovação e trabalhos acadêmicos aptos a integrarem a Semana Nacional da Educação Profissional e Tecnológica Retificação do,,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/secretarias/secretaria-de-educacao-profissional/SEI_MEC3566713Edital.pdf,1,
SETEC,"Programa Setec-Capes/NOVA de capacitação para Professores da Rede Federal de Educação Profissional, Científica e Tecnológica . A Secretaria de Educação Profissional e Tecnológica (Setec) do Ministério da Educação, com apoio da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (Capes), lançam chamada pública de capacitação para professores de inglês em efetivo exercício na Rede Federal de Educação Profissional - Institutos Federais, Cefets, Escolas Técnicas vinculas às Universidades Federais e Colégio Pedro II. (Retificação publicada no Diário Oficial da União em 02 de junho de 2016)",,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2015/chamada_setec_capes_nova_extrato_dou.pdf,1,
SETEC,Republicação do Edital nº 76/2022 - Chamamento Público para seleção de projetos voltados ao fortalecimento de Núcleos de Inovação Tecnológica e/ou Agências de Inovação.,,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-1/editais-2022/Republicaodoedital76.pdf,2,Retificação do Edital nº 76/2022 – novo cronograma | https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-1/editais-2022/SEI_23000.006585_2022_91.pdf
SETEC,"Seleção de projetos para Mostra Tecnológica da 5ª Semana Nacional da Educação Profissional e Tecnológica (Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica).",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais/2025/ResultadoEdital10.pdf,1,
SETEC,Seleção de projetos para Mostra Tecnológica da 5ª Semana Nacional da Educação Profissional e Tecnológica (Instituições Privadas de Ensino Superior que ofertam cursos técnicos e Escolas Técnicas Privadas).,,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais/2025/ResultadoEdital09.pdf,1,
SETEC,Seleção de projetos para Mostra Tecnológica da 5ª Semana Nacional da Educação Profissional e Tecnológica (Instituições Públicas Estaduais e Distrital de Educação Profissional e Tecnológica).,,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais/2025/2147-resultado-preliminar.pdf,1,
